N;P;K;temperature;humidity;ph;rainfall;label
22;68;16;2770496805;6320915034;774672376;3746160727;lentejas
26;66;22;1806486101;651034354;6300479414;5154922825;lentejas
16;65;16;1813027797;6245851612;6078724107;506128521;lentejas
14;59;22;2382723528;6789815262;676660668;4690725077;lentejas
33;59;19;2319305333;6274710773;7641024177;4955213308;lentejas
21;63;17;2508966129;6817543102;6559681838;4145486619;lentejas
0;69;21;2586928193;6188321072;7072923306;3668284038;lentejas
10;75;17;1843966037;6805394959;7,73219E+15;3900992137;lentejas
30;61;18;2714911056;6702664337;6157782589;5250812701;lentejas
0;74;17;2333375853;6450515776;7240988401;4701510708;lentejas
35;74;22;267230014;6296841833;6898905799;4287274897;lentejas
7;63;24;1955750776;6445268309;6,81868E+15;5304669416;lentejas
9;56;17;2613708256;667729209;6261937875;4648280681;lentejas
14;74;15;2799990346;6557653373;6493036868;4994043064;lentejas
14;76;20;2905941162;6210652364;7042474679;365011366;lentejas
36;65;16;2571269843;641123333;7692013657;5017067771;lentejas
28;67;21;2179792649;6373086065;6,25099E+15;4662370222;lentejas
28;79;16;2470626432;6026854183;6,05218E+16;5312442925;lentejas
40;61;22;2094981756;658108757;7002216044;4423913012;lentejas
10;70;19;2484918386;6898088448;7272427638;4161080544;lentejas
12;80;19;2191041045;6521662467;5962001484;3610211371;lentejas
37;77;20;2593381964;6870533022;7080506001;5102372773;lentejas
0;67;22;2982112112;694073209;6,5938E+16;5156461082;lentejas
7;73;25;2752185591;6313215259;728805662;4520841071;lentejas
10;56;18;2799627907;686428593;732710972;4610585191;lentejas
39;70;15;2076774783;6390164154;6366355781;479271552;lentejas
26;56;22;2305276444;60424786;7011121216;5260285259;lentejas
9;77;17;2165845777;6358337146;6280725549;3807659414;lentejas
4;59;19;2625070298;6762779652;7621494566;408106299;lentejas
34;73;15;2097195263;6383179889;7,63042E+15;5310207889;lentejas
33;77;15;2389736406;6632102048;7802212437;4074536757;lentejas
2;24;38;2455981624;9163536236;5922935513;1119684622;granada
6;18;37;1965690085;8993701023;5,93765E+15;1080458926;granada
8;26;36;1878359608;874024767;6804781106;1025184759;granada
37;18;39;241469628;945110662;6424670614;1102316633;granada
0;27;38;2244581266;8990147027;6,73802E+16;1093905998;granada
31;25;38;2496273236;9240501423;6,49737E+16;1094169192;granada
21;21;38;225526059;8,93259E+15;6327673765;1048955643;granada
6;30;40;2277035608;9145498527;636137446;1069659201;granada
25;27;41;1920090378;9427659596;6,92351E+16;1080423555;granada
15;11;38;2312808226;9268328358;6,63065E+15;1093930157;granada
14;5;36;2492639065;8519098079;5832525853;1047693804;granada
16;10;41;2477464458;8563608688;6738993954;1057595811;granada
36;7;37;198671184;8635590206;5782435567;1083168858;granada
4;20;41;2426601316;937974061;6537042717;1045375109;granada
29;22;40;2362600218;8973266695;6145104401;1076836871;granada
16;15;42;1967832052;8908935702;6890784045;1085468633;granada
18;27;41;2236509395;9230882391;7175344328;1048216333;granada
11;18;42;2157936934;9488267728;5938528744;1028593382;granada
5;15;38;1826233221;8816779129;5709380472;1080756727;granada
18;23;44;2371028128;8961794165;6184400085;1,0565E+16;granada
9;8;40;2248720144;899224883;6553509673;1116631582;granada
40;27;45;2,16602E+16;9479397419;5885638185;1124349689;granada
22;23;44;2013037175;8931505137;6,14387E+16;1073416913;granada
9;16;39;1841164435;9111927248;6101198974;1051834976;granada
12;29;40;1968291173;8975272999;6594037135;1112818551;granada
0;17;42;2320242586;9119442671;6,85984E+16;1090946323;granada
2;21;44;1892157197;8731290342;656893406;1028013275;granada
28;6;40;2210621387;9134039616;6769855664;1068704803;granada
8;23;44;1847412402;8968919664;7130837931;1084758509;granada
29;16;36;1981069447;8892944254;5,74034E+16;102860084;granada
17;18;43;244880844;9083687246;5843005428;1031969341;granada
34;21;42;1875927679;8993457597;6,64869E+16;1110196744;granada
21;23;42;1954128063;9029751796;6902751061;1043739878;granada
25;17;40;1891251245;8774938524;6608023872;1,1128E+16;granada
8;25;36;1991330523;9495031368;6828522375;1040277061;granada
26;18;42;1972620525;8964934166;6910374919;1,08229E+16;granada
4;19;42;2383185873;8784034604;6306605528;1112232716;granada
36;24;41;2494467632;9425702672;7009180374;1038799347;granada
5;24;40;24692258;9387030088;6,29791E+16;1046735454;granada
19;17;39;2472485577;8556083187;6728599215;1112787584;granada
39;30;38;2012644921;8759629625;6,96516E+15;108065579;granada
5;29;44;2102432943;930569505;5578095745;1047847006;granada
4;24;43;2240423537;881508343;7199504273;1098695196;granada
38;21;35;2033691147;8938003827;5841367187;1109653137;granada
37;11;36;2424779615;8556033312;6710143266;1069216033;granada
9;25;41;2481530144;9190842992;5,97271E+15;1092853418;granada
29;22;43;1966329768;8795158129;5561851831;1060380805;granada
5;21;38;2243377991;903396556;6,10705E+15;112459697;granada
22;26;38;2292052307;8512912161;6988035315;1102437841;granada
4;18;37;2291843172;8540695044;713147457;1062817706;granada
21;6;41;2488244467;8939686219;7086947687;1071951707;granada
29;21;45;2340981539;9313277;6749260456;1052240743;granada
23;5;44;2120725375;9426304717;716300467;1075660804;granada
13;7;43;1820230419;9112282162;7013481515;1,09662E+16;granada
5;13;37;2234375696;897870345;5,64824E+16;1033183074;granada
27;24;41;2432770134;9088292835;6610251186;1104606459;granada
7;23;35;1975088482;8871691157;7,05431E+15;1025538035;granada
12;20;39;1986173586;8619740917;6026999326;1110217929;granada
4;19;43;1807132963;9314554876;5,77943E+16;1063602023;granada
3;9;45;2389162561;8961850203;6535244251;104617522;granada
1;27;36;2398598756;9334236582;5684995235;104991282;granada
23;30;44;2093892916;8542912869;612476108;1030295938;granada
24;21;42;2082210727;8722815682;6999014379;1094429934;granada
13;30;37;2086474944;9161793636;6277148771;1068685636;granada
40;11;44;2445840036;8610874614;6,3224E+15;1113779693;granada
21;9;40;2451147697;9064498715;5956401828;1056209954;granada
3;27;44;2456811204;9203009222;6,5913E+15;1109633894;granada
40;29;42;2463228709;8901574455;7104094929;1106956184;granada
14;25;40;2007386547;9097819712;6407872061;1037084055;granada
38;14;37;2180523051;9463612858;6658402594;1026488846;granada
34;9;36;228122645;8634233767;6276038961;1104432293;granada
32;14;37;2273031253;8848567856;6825256236;1046843243;granada
18;21;35;232801227;9494330457;6368560522;1111382096;granada
8;23;38;1930106297;871775172;7005410734;1054766591;granada
15;6;41;190087067;8883768149;6,89737E+16;1086793978;granada
0;5;36;2435193812;9088612388;6152906502;105529185;granada
22;9;44;2472235539;8887651295;5,74436E+15;1121926517;granada
14;8;43;2192513945;9446485312;7051654924;1,11716E+16;granada
31;11;45;2483954414;8688738076;6034612928;1076435771;granada
39;17;45;1809691127;9042177379;6,92449E+16;1,04882E+16;granada
10;5;42;2024104904;9108706822;6887005997;1092537734;granada
8;28;38;2322594;9442971362;68444019;1056917856;granada
32;13;42;2350128217;9297527546;5,78606E+15;10661905;granada
18;9;40;1944623085;8902127045;5,62719E+15;1061606833;granada
20;27;41;2051343484;9251675903;5700088663;1105764023;granada
39;25;36;1890223032;9499897537;5567805185;1076103211;granada
20;7;45;1890592319;8924126808;6077886012;1124750941;granada
11;10;45;2263045168;8845577158;6397995609;1090357597;granada
40;18;43;1938603815;8679058496;5767372539;1,09913E+16;granada
3;26;39;2438318965;9119431555;7079973241;1036012114;granada
9;16;36;2377989026;9293386903;5,89333E+15;106977723;granada
30;20;38;2259890174;9316343942;7058222596;1100932899;granada
40;9;41;2437766782;854017118;578270695;106128338;granada
40;30;35;2089273273;9107776977;6,26966E+15;1044407083;granada
32;25;35;1809903225;8570786282;5892913826;1070050976;granada
33;23;45;2000218987;8583618191;7116538883;112337046;granada
4;14;41;1985139326;8980732335;6430163481;1028186358;granada
13;17;45;2125433607;9265058936;7159520979;1062784673;granada
39;24;39;2365374106;9332657504;6431265737;1098076178;granada
8;28;37;2388404783;8620613842;6082571701;1083121789;granada
91;94;46;2936792366;7624900101;6149934034;9282840911;platano
105;95;50;2733368994;8367675197;5849076099;1010494791;platano
108;92;53;2740053601;8296221306;6276800323;1049378;platano
86;76;54;293159075;8011585705;5926824754;9010978128;platano
80;77;49;2605433004;7939654531;5519088423;1132297373;platano
93;94;53;2586632408;8442379269;6,07918E+15;1145357503;platano
90;92;55;2700932084;8018546798;613465588;9732531705;platano
108;89;53;2955054817;7806762846;5,8085E+16;9934482238;platano
108;88;55;2628845991;83390039;5891458107;1138729798;platano
105;77;52;2916226551;7616151562;5,81662E+16;1000075679;platano
118;88;52;2865003945;8268752542;5,84316E+16;9875084366;platano
101;87;54;2907311132;7650045221;6,37676E+15;1001692639;platano
95;75;50;2808166093;7526429821;5,62362E+15;1182761894;platano
106;85;53;271994597;7,88086E+15;591505509;9972430835;platano
86;95;49;2805484146;7804602887;6458714879;1083957179;platano
83;79;55;2514748006;8334688193;5565028635;9866679427;platano
85;95;47;2594019018;783422098;6211833161;11984797;platano
109;79;45;2766752761;7968542782;6490074429;10866464;platano
100;76;45;2556703012;7594067692;5590236025;1027867717;platano
117;86;48;286956201;8254195839;6,22523E+16;1161616839;platano
114;94;53;2633544853;768532006;6,19076E+16;1186858263;platano
110;78;50;2593730186;7889864446;5915568968;9821747528;platano
94;70;48;2513686519;8488394407;6195152442;9146442491;platano
80;71;47;2750527651;8079783998;6156373499;1050776992;platano
114;79;51;2621009246;8234429458;6313197204;1120700033;platano
88;78;45;2910403455;7919588629;6324270089;9207835761;platano
112;73;48;2,92441E+16;7732017166;5,70749E+16;9066727868;platano
117;76;47;2556202173;7738229006;6119216009;9310247183;platano
111;87;48;263985515;8136028902;5571401169;9816752001;platano
89;83;47;2809577643;7779586769;563127166;1095408614;platano
93;91;47;2784767901;8331110751;6101241579;1172878912;platano
92;81;52;2739341554;814654833;6,43814E+15;9431102057;platano
105;74;45;2514517635;8138204104;6098369122;119218154;platano
102;71;48;2865456263;7928693687;5,69527E+15;1024633775;platano
94;91;51;2916093424;7667484233;5,61809E+16;109575944;platano
116;71;47;2757278064;820638878;6435785799;9134276507;platano
117;79;49;2540909896;8236208097;6176644228;1129794804;platano
119;72;55;2599069521;8333983116;6220643671;1120777152;platano
99;73;53;2629039046;8106003778;5,8717E+16;1186730366;platano
91;84;52;2914827211;7871024836;6390741836;117536781;platano
80;90;47;2659743595;7935898915;621084479;1073944717;platano
101;70;48;2536059237;7503193255;6012696655;1165531455;platano
108;89;53;2912036889;8018080728;5908770059;1123982055;platano
100;80;52;2753911354;7725629897;6049801781;1103262123;platano
109;91;53;2966727337;8351014178;6,0101E+15;1102511102;platano
82;78;46;2505802193;8497323747;5738678895;1104408803;platano
106;70;55;2586824781;7852399914;574055541;1163019555;platano
90;86;52;2585036988;8195580471;5793260262;1,19086E+16;platano
83;95;50;2651682337;7779913575;550947065;1088547508;platano
119;90;48;2866725136;7959242542;5986442306;1182583441;platano
107;72;45;2814938935;8154448882;5790768046;9140508414;platano
116;81;55;2642313317;8,36995E+15;5915546415;9512322062;platano
101;75;50;2659386409;8140740301;6,24253E+15;1099825551;platano
93;81;50;2771822477;7657853189;6,03608E+16;1022099836;platano
95;75;45;2898333432;8295958244;5,8299E+15;109022564;platano
107;71;55;2942017919;8396754496;6088064451;117229079;platano
83;94;47;2739872329;8110523402;6469370954;1121355384;platano
102;73;54;264020227;8441007614;5720726906;1110162259;platano
86;79;45;2781251452;8269285419;580766417;9920961514;platano
117;86;53;2519640218;8355829874;5,70338E+15;1158586081;platano
111;79;53;2831193338;7577363772;6,165E+15;119695765;platano
95;74;50;2590113128;8047152737;6002481605;11010323;platano
91;75;55;2748612983;7611239849;6212369363;1092768851;platano
93;83;46;2938254012;8350423735;5765308943;1092486647;platano
92;85;51;2922118628;8108183635;5,74076E+15;1088616474;platano
104;80;54;2709062164;8133506906;5879119455;1101331182;platano
103;72;51;2612643374;8181365007;6099478745;1044812858;platano
92;75;45;2901207743;7795192527;5,6744E+16;9043495443;platano
93;85;49;2796799119;7928625709;5694243847;1194765557;platano
120;87;52;280764455;7605522115;5905494703;1,18992E+16;platano
108;72;46;2516278237;8497849241;6110844721;9094554618;platano
105;88;54;2578749808;8451194224;6020445317;1142005455;platano
98;79;50;2534119774;8447321314;6435917308;9106493353;platano
111;88;55;2944795403;7834971537;5,50539E+15;9645042585;platano
97;74;45;2647522633;7851833782;5,67772E+15;1131161095;platano
95;82;48;2739489579;8331172003;5719014989;9278133617;platano
89;91;55;2508347445;8,02617E+15;6,27557E+15;9432961456;platano
89;85;55;2,6672E+16;7648541655;6275384607;9173358569;platano
118;88;51;2544926208;7949221962;6,20191E+15;1006619171;platano
101;92;45;2822776705;8,0643E+15;5758054257;9800403016;platano
99;92;47;2,8128E+16;7748247073;6,32393E+16;1035045395;platano
82;77;46;289470467;821888998;5901100841;9583016448;platano
90;86;55;2796236771;8415403614;5,64449E+15;9755986676;platano
95;88;52;2800316034;7890085998;6,23546E+15;9468180316;platano
104;73;46;291400919;801190228;628236237;9045142867;platano
102;73;52;279122104;8336307683;6356090905;9024211529;platano
100;74;52;2543480512;8153977797;5837258235;9647800391;platano
94;89;48;2855980972;8451602322;5653437902;1110843029;platano
99;70;46;2659580783;8299556744;5727469947;1005123341;platano
112;87;48;2719711623;7,73971E+15;6,20011E+15;9946950465;platano
117;82;45;2529391516;7929122198;5614471478;1054220251;platano
96;86;51;2990888522;7698740841;6257369799;9199964712;platano
113;85;45;2794972463;7663713353;6037430836;1090921631;platano
105;93;46;2501018457;7876260938;5760457558;1083690513;platano
85;89;51;2921144871;8470189923;6,15816E+16;1085501443;platano
108;94;47;2735911627;8454625006;6,38743E+15;9081250457;platano
92;81;52;280106804;7652808057;5891413895;1037040783;platano
110;71;54;2867208915;8220793613;5725418961;9437987496;platano
82;75;55;2734585147;7,84874E+15;6281069505;9215524332;platano
117;81;53;2950704598;7820585613;5,50764E+15;9812565829;platano
2;40;27;2973770045;4754885174;5954626604;9009586854;mango
39;24;31;3355695561;5372979826;4757114897;9867527561;mango
21;26;27;2700315545;4767525434;5,69959E+16;9585118326;mango
25;22;25;3356150184;4553556603;5,97741E+15;9570525913;mango
0;21;32;3589855625;5425964196;6430139436;9219721736;mango
20;19;35;3417719782;5062161586;6,11394E+15;9800687989;mango
19;21;34;3001592643;5319212381;5074272692;9772843182;mango
18;17;31;3174592134;4516127859;5667507706;9375441586;mango
11;36;33;3599009679;5222780489;5978634285;953713484;mango
30;28;30;3186641378;5219331595;5064613314;9846768642;mango
18;19;27;2775518664;5234605806;4,77239E+15;9411213345;mango
23;23;27;3472413192;514271781;5161148592;9731258083;mango
37;30;34;2753907547;5363549533;6797779227;9935408185;mango
11;27;30;2769637763;4,85622E+15;639474303;8985646496;mango
12;19;31;2725373364;5266319725;5566704378;9187312479;mango
3;28;33;3033723921;4888704844;5755049971;9442850522;mango
37;38;32;3185744939;4553106268;5417340525;9155845821;mango
26;37;30;3539986338;4945962621;6,16617E+16;9741054011;mango
14;18;30;2980747243;5213797867;5191265116;9574606104;mango
40;16;35;3416438906;5416482251;4954739564;9833351125;mango
4;20;25;2893270187;4794053996;5664587011;999834242;mango
36;25;33;2798392787;5333018851;5548584852;9961465679;mango
30;17;31;3120478173;5449960506;6804437106;9462954663;mango
28;37;28;3213409675;5052559148;6,09787E+15;9863333684;mango
38;15;30;2891862016;4813974548;5075504537;9701331604;mango
12;37;30;3109779147;4741196659;4546466109;9028624348;mango
38;19;31;3473823882;4908864345;5,85512E+15;9065022183;mango
8;33;29;2998080499;4948613279;6442393461;9182271568;mango
15;27;28;3380398664;4612866113;4507523551;9082549241;mango
34;16;25;3007202564;5096040505;610729559;9209609766;mango
11;36;31;2792063282;5177965917;647544932;1002585673;mango
33;29;34;3140948821;4921729127;6,83298E+16;9299739415;mango
12;31;26;357877738;5194190321;5395275719;1002160615;mango
12;34;28;3336140093;4502236377;613526938;9881596545;mango
5;16;31;3596054636;4869677802;4555688532;9800644238;mango
1;30;29;2833333307;5139586505;6,4342E+16;9167241761;mango
16;35;31;3227652024;5019368841;5,31688E+15;9599487068;mango
35;18;26;3199490489;5084881347;5279388967;9738741498;mango
4;40;26;2758258929;4856916221;6720041791;958445641;mango
9;29;34;2938471637;4588744691;572742254;1008124659;mango
2;38;33;3238697531;532328243;4691396195;9021633216;mango
26;32;32;3091471455;4992963856;6810186079;9014047759;mango
34;38;31;3537775595;4558110023;6454045329;9741586402;mango
5;32;33;3232362177;5,25897E+15;5842763773;9336718816;mango
31;29;26;2822373428;4740519056;5,02412E+15;9776832322;mango
34;34;35;2727433181;4716808054;6422710539;95257992;mango
36;19;32;2710710832;5070880979;494295037;9237238878;mango
7;17;26;3489226666;4875613373;6414526606;9163074547;mango
38;15;27;337462686;4850387598;6777788126;9226439205;mango
5;19;25;2,73511E+16;5443945147;6441328044;9627792547;mango
37;36;26;3289300162;5261323969;4650536197;9449161372;mango
21;31;32;3538598705;5142664176;5254532213;9029643888;mango
37;36;27;2,7553E+16;4790859131;5910634533;9040332704;mango
23;23;30;3282141065;4745553843;4,75527E+15;9089173106;mango
36;26;26;3017294105;510845903;6814630246;9523444287;mango
24;33;35;2926382931;5482257868;5342866119;1007586226;mango
26;18;30;3206097197;5108494181;6,33623E+16;9659816497;mango
22;17;26;2869818144;4771875722;4754435025;99642454;mango
11;34;32;2914305008;4940983294;6831706773;9755155537;mango
29;35;28;2,83472E+16;5353903102;6,96742E+16;9040260445;mango
22;28;26;2767256197;4541692012;4947683034;9284991507;mango
23;24;32;281218093;4616888595;5630619901;9330247448;mango
1;35;34;3079375683;4669536813;627339822;9221318555;mango
2;24;34;2889409382;5480750249;6472774648;9476322976;mango
39;37;25;3333024826;4561143594;6953246506;9828583013;mango
15;36;27;2778912455;5396886679;5,64371E+16;9101152997;mango
3;18;31;3165333432;4820662669;6,39231E+15;9109745581;mango
8;38;32;2975150773;4673723302;4981816523;91405983;mango
33;31;34;3132995611;5022287593;5,42127E+15;8978216168;mango
14;29;32;3563627319;4897047762;6942520105;9751952041;mango
18;20;26;3166524687;5198594645;5435840509;8998024312;mango
9;21;32;3226935342;5356092806;5870116071;9594035356;mango
20;30;27;2781005614;5159445462;474910393;9589898581;mango
9;38;25;3458561471;5034035336;5497946899;1003060719;mango
26;24;34;3127180992;5223810152;6811291098;8974409017;mango
31;36;29;3393679864;5272170281;6460542749;974611918;mango
14;18;35;3109154239;4702058367;4791146778;9146664318;mango
40;16;35;3189356292;4902450149;6,48415E+16;8959371481;mango
28;27;34;3245465292;5069693751;6526654345;9504871605;mango
0;17;30;3547478322;4797230503;6279133738;9779072474;mango
1;29;29;2732961444;4930347234;6,05203E+15;9353197359;mango
2;36;31;3090225239;4995955487;573171945;9177522598;mango
12;27;26;2909382275;455661059;532307197;9623520043;mango
7;28;35;3002086169;4678393776;466910839;9663721027;mango
0;36;26;3413072188;5125786185;5101206389;9638808001;mango
26;35;31;3344619894;5305980465;5339556562;9805089394;mango
27;21;30;353915464;5248823147;5061081874;9122881052;mango
22;38;31;3153356352;5306009323;5,82111E+16;9857025046;mango
22;18;31;3,07646E+16;4793791463;5956027059;9038503469;mango
28;23;28;3001821337;5,00983E+15;5676032581;9608745082;mango
7;31;27;3132863689;4759319575;6524114355;9467344737;mango
29;34;26;3388004781;5439416048;6,27395E+16;8929147581;mango
8;37;33;2807802689;549640534;6,12817E+15;9745373619;mango
39;16;27;3553845018;5294641947;4934964765;9154560427;mango
40;24;25;2870595247;5044030129;5445008416;958946444;mango
19;38;26;3148451729;4877926304;4525722333;9317221967;mango
21;21;30;2769819273;5141593238;5,40391E+15;1007720705;mango
22;18;33;3041235793;5248100602;6621623545;9392375879;mango
31;20;30;3217752026;5401352682;6207495815;9188766069;mango
18;26;31;3,26113E+16;4774916499;5,41848E+15;9110190759;mango
24;130;195;2999677232;8154156612;6112305667;6712534492;uvas
13;144;204;307280404;8242614055;6,09224E+15;6838135469;uvas
22;123;205;3244577836;8388504863;5896343436;6873932528;uvas
36;125;196;3746566825;8065968681;615526103;6683872293;uvas
24;131;196;2203296178;8374372787;5732453638;6534440794;uvas
2;123;198;3964851881;8221079946;6253034534;7039906054;uvas
35;140;197;1677557314;8275241875;6,10619E+15;6676285469;uvas
11;122;195;1214190714;8356812483;5647202395;6963122027;uvas
6;123;203;127567962;8162497448;6130310493;6677844567;uvas
17;134;204;3904071989;8018393287;6499604931;7388467027;uvas
25;130;197;3970772192;8268593454;5554831977;7491506217;uvas
27;145;205;9467960445;8229335466;5800242694;6602765219;uvas
9;122;201;2958748357;8091934392;5570290539;6806417307;uvas
16;139;203;1782803682;8096093443;627564088;6584748763;uvas
32;141;204;8825674745;8289753705;5536645599;67235765;uvas
22;138;195;2783487131;8351444973;6208196881;7302882766;uvas
31;144;202;1102105378;8055557235;5870600622;6823963161;uvas
3;136;205;175862944;8084806564;6334771461;7,14065E+15;uvas
28;122;197;1989363946;8273366439;5856575335;6966256816;uvas
4;136;204;2993707596;8177713468;5898944282;6552279323;uvas
39;145;201;3673126647;8058931938;5775600435;7224230804;uvas
38;132;197;2042094753;8154185044;5931101816;6693065667;uvas
36;133;198;2551939719;8398351748;62286454;6917281221;uvas
25;121;201;3050734778;8271775569;5,59424E+15;7008200379;uvas
15;125;199;1,8427E+16;8055625868;5569230319;6975734306;uvas
24;140;205;12087022;8359398734;593202852;6866813363;uvas
13;132;203;2360115364;8248336987;6423216506;7323901752;uvas
5;126;197;1280000387;8120876367;6417500829;6710439401;uvas
30;120;200;3806099482;8224729637;6234904253;6570148216;uvas
23;142;197;3906555518;8203812973;6000573725;6930772897;uvas
26;135;203;3378372897;8116314317;5,6851E+16;7453557341;uvas
7;126;203;1676201707;8200335557;5662140095;7328712806;uvas
32;139;198;3589307536;8266850729;6358186848;6653946559;uvas
9;141;202;2101245395;8117931863;6119495295;6638448261;uvas
20;142;196;1089875873;8001639435;6,2076E+15;6869420397;uvas
32;129;201;1636251869;8300471609;648754639;7155665483;uvas
3;134;199;2028370163;8132235739;581717753;7106611222;uvas
38;138;204;2511108456;8325447587;6325480034;7301026829;uvas
14;131;198;334641162;8386742974;5562790949;6792204319;uvas
20;122;204;117976469;8086325389;6487369687;6506962486;uvas
40;126;201;1136300891;8003100049;6116982944;7118289431;uvas
36;128;204;2523542319;8068700527;5695792761;6703840888;uvas
11;132;197;1599050693;8123966573;5,73432E+16;7440198861;uvas
0;137;195;224359017;8018612085;6,3295E+15;653973168;uvas
19;123;200;3476086052;8103544763;6167013532;6570430027;uvas
31;136;197;3111047251;8334010951;5,65378E+15;7143001582;uvas
4;134;200;2857828803;8095628959;5840256272;7334232097;uvas
39;139;201;4118664903;8101783402;5,53998E+16;6868895899;uvas
8;127;196;2702766138;8317093908;5833302165;7095666003;uvas
39;138;203;2119339319;8233098331;6399433771;7462834921;uvas
32;120;204;1038004759;8344518113;6138958698;6,73917E+15;uvas
12;142;203;313115978;8256407013;5,97285E+15;6501095312;uvas
8;133;195;2046657776;8097598029;6456079585;7129813872;uvas
8;139;199;2936947679;8153996362;6,33643E+16;6613442813;uvas
21;134;202;1072302459;8002130636;6425419926;6,52982E+15;uvas
40;140;195;1497846952;8049979873;6,2944E+16;7163437433;uvas
39;127;202;153246651;8167215994;6477768039;7160102999;uvas
19;120;195;1873932187;8112109244;5931538447;7355807954;uvas
21;139;201;193642553;8336094029;5980598579;6715094741;uvas
17;136;195;4120733624;8161051026;6389783283;6590227462;uvas
33;139;203;3334214482;8251034633;5693287415;7068098614;uvas
22;133;201;2381995682;8012211649;600299607;6,7274E+15;uvas
32;130;196;4066012294;8124995984;6372959542;7403030056;uvas
37;135;205;1182768186;802827185;5,51092E+16;7410225057;uvas
15;140;195;1328504331;8354193816;569945282;6580006004;uvas
39;132;196;3583089092;8332560104;5778594403;7367984885;uvas
40;121;199;2618159716;8103886263;6315586313;6605911698;uvas
40;132;202;2457558351;8070695797;5,97181E+16;69706113;uvas
29;142;203;2967229086;8371498986;5891195653;6648490371;uvas
32;121;199;3937102553;8125353895;6129812716;7408101744;uvas
6;140;205;1766558428;8292903419;6313085601;698671263;uvas
8;120;196;2406679352;8266396666;6053662544;6981855775;uvas
34;133;202;1531413469;8009711412;5804799142;7482144653;uvas
35;135;199;2177466746;8054942557;6400719746;6939630398;uvas
16;145;199;2691624843;8076838926;5953966361;6930927185;uvas
8;136;201;4165602996;8222118237;5,60926E+16;7419664838;uvas
25;129;195;1798667801;8117712085;5,77727E+15;7237127689;uvas
16;130;201;2912033769;8279092939;5682395429;688503047;uvas
39;129;203;3438922481;8318392806;5863996687;7103001556;uvas
38;135;203;4136106301;8279782954;6444373116;6992107482;uvas
33;120;205;3512158265;8226890793;5,55083E+15;6971518491;uvas
35;125;204;196491772;8015215777;6,10774E+15;7369529586;uvas
1;132;200;1627852801;8294270065;5620745638;6657462809;uvas
39;140;203;2111903604;8063399198;6349875906;6927779761;uvas
28;145;202;192077707;8,29043E+15;6484323189;6683113717;uvas
6;128;200;2596308415;8257813624;5838748311;7031782647;uvas
6;139;199;2567385024;816212135;629099842;7410919422;uvas
29;122;196;4194865736;8115595212;5638328481;7306862952;uvas
37;144;197;1118994268;808084305;6415555956;6634234944;uvas
38;120;197;175438296;8294703302;6323722572;7377063744;uvas
38;141;198;1305809741;8028297993;5757009965;7075633584;uvas
14;121;203;9724457611;8374765639;6,15869E+16;7446411148;uvas
6;125;204;2792004934;8293262435;5,73354E+16;6992092839;uvas
32;138;197;9535585543;8073112694;5,90872E+15;6944115171;uvas
11;124;204;1342988625;8006633966;6,36114E+15;7140043037;uvas
23;138;200;9851242629;8022631717;596537863;6842802444;uvas
40;143;201;2497256132;8272828653;6476757723;6670016285;uvas
6;142;202;2723708304;8294573346;6224542938;7042508897;uvas
37;124;195;1870679077;834795292;6209928251;665964488;uvas
35;134;204;9949929082;8255138983;5841138354;6600817551;uvas
119;25;51;2647330219;8092254421;6283818329;5365742581;sandía
119;19;55;2518780042;8344621709;6,81826E+15;4687420883;sandía
105;30;50;2529954705;8177527562;637620108;5704147057;sandía
114;8;50;2474631269;8830866319;6,58159E+15;5795826144;sandía
93;22;52;2658740671;8132563243;6932739726;4187540028;sandía
80;26;55;2453442564;88989272;6140099215;4911618732;sandía
85;27;45;260713757;887285657;6467095849;5779652846;sandía
85;22;53;2596534238;8977076659;6849471704;5946338556;sandía
82;22;45;2622338015;8534866045;6512196212;5460159289;sandía
118;13;54;2441311871;8981574032;6039584629;4407843475;sandía
83;25;53;2649195283;8004678201;6057697106;5772799157;sandía
86;15;47;2404355803;8418406764;6423898762;5378929956;sandía
101;10;47;255421695;8331883376;6936997681;5757343233;sandía
119;9;50;2674550678;839195902;6251286661;40794305;sandía
104;17;46;257131428;8022972777;6,19002E+15;4308961827;sandía
95;12;51;2576484262;8,41727E+15;6,68161E+15;4422066914;sandía
102;14;52;2679489868;8964815231;651075991;5774091817;sandía
109;21;55;249004602;8973524177;6770278088;5744942094;sandía
81;18;50;2680750629;8822874955;6,42979E+15;5879889057;sandía
103;17;51;2511189154;8002621335;6209888345;4420656987;sandía
105;14;50;262148837;8,76884E+15;6419052193;5965590798;sandía
97;8;52;249103226;8697190046;6237861736;4948575692;sandía
120;19;49;2579448878;8426830701;6,76247E+15;5645229202;sandía
95;16;55;2526931156;8755055105;6612847999;4012650421;sandía
83;29;52;2576402693;875931128;6704688865;4605122728;sandía
83;9;45;2585483596;8913163965;6049609892;4685176955;sandía
91;21;50;2433528185;8144030363;6762030215;4832113628;sandía
116;5;54;2537601283;8099313508;665398725;5723028471;sandía
112;28;54;2486094646;8505318563;6738030547;5529563514;sandía
88;29;51;2471885473;8894568335;6095689937;4845978627;sandía
118;15;45;2421495706;8420576992;6538006356;4801138482;sandía
92;21;48;2581692236;82043255;6377427122;5482963379;sandía
106;14;45;2447018505;8416390229;6417011754;5726773002;sandía
99;5;47;2413078816;8484494575;6649086972;5119470197;sandía
